order_id,datetime,is_weekend,is_festive_season,app,city,city_tier,category,items_ordered,order_amount_rupees,discount_rupees,final_amount_rupees,delivery_fee_rupees,payment_mode,delivery_slot,delivery_time_minutes,dark_store_id,order_status,cancel_return_reason,customer_rating,age_group,gender,user_type,customer_lifetime_orders,days_since_last_order,promo_code_used,estimated_delivery_distance_km
QC2015000066355,01-03-2015 21:41,1,0,Dunzo Daily,Mumbai,Tier 1,Snacks & Beverages,3,400.39,20.02,380.37,16,Cash on Delivery,30-45 min,40.6,DS0049,Delivered,,3.1,35-44,Male,Returning User,6,59,No Promo,0.72
QC2015000066356,28-04-2015 19:14,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,6,128.41,25.68,102.73,28,Wallet,20-30 min,32.7,DS0334,Delivered,,5,25-34,Female,Returning User,22,7,No Promo,1.09
QC2015000066357,08-06-2015 08:03,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,3,292.46,0,292.46,49,Cash on Delivery,30-45 min,44.1,DS0392,Delivered,,4.2,55+,Female,Returning User,22,34,No Promo,0.57
QC2015000066358,18-05-2015 14:29,0,0,Dunzo Daily,Delhi,Tier 1,Beauty & Skincare,3,223.84,44.77,179.07,35,Cash on Delivery,45-60 min,50.5,DS0307,Delivered,,4.3,25-34,Male,Returning User,29,50,No Promo,1.1
QC2015000066359,01-07-2015 16:04,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,3,259.81,51.96,207.85,45,Cash on Delivery,60+ min,61.9,DS0115,Delivered,,3.3,35-44,Female,Returning User,36,51,,0.98
QC2015000066360,15-09-2015 12:24,0,0,Dunzo Daily,Pune,Tier 1,Electronics,3,180.15,0,180.15,35,Cash on Delivery,60+ min,72.6,DS0174,Delivered,,4.7,25-34,Female,Returning User,28,11,Referral,2.32
QC2015000066361,05-03-2015 20:25,0,0,Dunzo Daily,Ahmedabad,Tier 1,Household,3,280.52,0,280.52,30,Cash on Delivery,10-20 min,18.1,DS0053,Delivered,,4.4,18-24,Other,Premium User,134,6,No Promo,2.39
QC2015000066362,04-11-2015 07:44,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,3,364.62,36.46,328.16,24,Cash on Delivery,20-30 min,25.1,DS0457,Delivered,,5,25-34,Female,Premium User,193,2,No Promo,1.83
QC2015000066363,27-03-2015 18:46,0,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,4,363.6,72.72,290.88,38,Cash on Delivery,30-45 min,20.9,DS0009,Delivered,,4.1,18-24,Male,Returning User,39,23,No Promo,1.75
QC2015000066364,01-09-2015 08:35,0,0,Dunzo Daily,Hyderabad,Tier 1,Snacks & Beverages,3,320.7,0,320.7,26,Cash on Delivery,20-30 min,23.8,DS0010,Delivered,,3.3,25-34,Other,Returning User,12,1,No Promo,1.48
QC2015000066365,31-10-2015 07:42,1,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,2,258.94,0,258.94,34,Cash on Delivery,60+ min,53.8,DS0356,Delivered,,3.1,35-44,Male,New User,0,,No Promo,0.85
QC2015000066366,28-04-2015 10:02,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,4,311.01,15.55,295.46,43,Cash on Delivery,45-60 min,47.5,DS0496,Delivered,,3.1,35-44,Male,New User,0,,Referral,1.24
QC2015000066367,18-08-2015 20:31,0,0,Dunzo Daily,Kolkata,Tier 1,Baby Products,2,155.72,0,155.72,11,Debit Card,20-30 min,28.4,DS0229,Delivered,,3.8,18-24,Female,New User,0,,No Promo,0.94
QC2015000066368,17-12-2015 15:41,0,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,2,194.2,0,194.2,44,Cash on Delivery,45-60 min,58.4,DS0335,Delivered,,3.1,25-34,Male,Returning User,28,7,No Promo,2.14
QC2015000066369,25-04-2015 16:54,1,0,Dunzo Daily,Kolkata,Tier 1,Medicines,1,286.17,28.62,257.55,18,Cash on Delivery,20-30 min,34.8,DS0210,Delivered,,3.9,25-34,Male,New User,0,,No Promo,1.26
QC2015000066370,05-01-2015 10:39,0,0,Dunzo Daily,Ahmedabad,Tier 1,Snacks & Beverages,4,181.68,0,181.68,15,Cash on Delivery,60+ min,75.1,DS0435,Delivered,,4,25-34,Female,Returning User,40,5,No Promo,1.28
QC2015000066371,30-11-2015 20:27,0,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,4,447.3,0,447.3,24,Wallet,20-30 min,22.4,DS0445,Delivered,,4.6,25-34,Female,Returning User,27,7,No Promo,1.85
QC2015000066372,22-07-2015 17:28,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,4,163.75,0,163.75,40,Cash on Delivery,45-60 min,70,DS0144,Delivered,,3.4,35-44,Male,Premium User,85,9,No Promo,1.09
QC2015000066373,27-01-2015 20:29,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,7,185.92,18.59,167.33,31,Cash on Delivery,30-45 min,24.3,DS0323,Delivered,,3.5,55+,Male,Returning User,20,8,No Promo,1.35
QC2015000066374,23-02-2015 11:07,0,0,Dunzo Daily,Mumbai,Tier 1,Baby Products,1,169.34,8.47,160.87,44,Cash on Delivery,30-45 min,30.2,DS0229,Delivered,,4,35-44,Female,Returning User,22,39,No Promo,1.83
QC2015000066375,30-05-2015 16:42,1,0,Dunzo Daily,Kolkata,Tier 1,Fruits & Vegetables,4,367.87,0,367.87,17,Cash on Delivery,20-30 min,26,DS0487,Delivered,,3.3,55+,Male,Returning User,19,12,No Promo,1.63
QC2015000066376,29-12-2015 21:17,0,0,Dunzo Daily,Hyderabad,Tier 1,Fruits & Vegetables,4,630.82,0,630.82,0,Cash on Delivery,20-30 min,33.5,DS0073,Delivered,,5,18-24,Female,Returning User,30,3,No Promo,1.35
QC2015000066377,08-10-2015 16:44,0,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,1,249.49,0,249.49,17,Wallet,45-60 min,48.6,DS0187,Delivered,,4,25-34,Male,New User,0,,No Promo,1.59
QC2015000066378,16-09-2015 17:31,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,1,306.61,0,306.61,29,Cash on Delivery,30-45 min,43.5,DS0316,Delivered,,4.7,35-44,Male,New User,0,,,
QC2015000066379,20-05-2015 12:08,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,5,190.81,0,190.81,22,Cash on Delivery,10-20 min,17.1,DS0482,Delivered,,3.2,18-24,Male,Premium User,73,12,No Promo,1.1
QC2015000066380,04-04-2015 23:59,1,0,Dunzo Daily,Ahmedabad,Tier 1,Groceries & Staples,1,170.95,0,170.95,22,Cash on Delivery,10-20 min,10.4,DS0265,Delivered,,3.7,18-24,Male,Returning User,4,32,No Promo,1.89
QC2015000066381,06-11-2015 20:25,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,2,304.88,15.24,289.64,19,Cash on Delivery,30-45 min,42.7,DS0041,Delivered,,4.2,18-24,Female,Returning User,32,12,No Promo,1.33
QC2015000066382,07-05-2015 09:00,0,0,Dunzo Daily,Delhi,Tier 1,Household,4,193.43,0,193.43,39,Cash on Delivery,30-45 min,40.6,DS0195,Delivered,,3.6,25-34,Female,Premium User,73,8,No Promo,1.61
QC2015000066383,06-10-2015 18:28,0,0,Dunzo Daily,Kolkata,Tier 1,Baby Products,4,501.15,75.17,425.98,31,Cash on Delivery,10-20 min,23.8,DS0286,Delivered,,5,45-54,Male,New User,0,,First Order Discount,2.48
QC2015000066384,21-07-2015 17:40,0,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,4,143.66,21.55,122.11,50,Cash on Delivery,45-60 min,53.7,DS0160,Delivered,,2.9,55+,Female,Premium User,84,9,No Promo,0.82
QC2015000066385,18-07-2015 18:34,1,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,3,150.4,0,150.4,37,Cash on Delivery,30-45 min,23.7,DS0172,Delivered,,5,18-24,Male,New User,0,,No Promo,0.94
QC2015000066386,05-06-2015 18:48,0,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,4,339.06,0,339.06,25,Cash on Delivery,30-45 min,41.7,DS0313,Delivered,,4.4,45-54,Male,Returning User,35,26,No Promo,1.03
QC2015000066387,07-11-2015 12:21,1,0,Dunzo Daily,Mumbai,Tier 1,Snacks & Beverages,4,149.91,14.99,134.92,15,Cash on Delivery,20-30 min,24.1,DS0160,Delivered,,4.3,45-54,Female,Returning User,31,34,No Promo,1.9
QC2015000066388,23-11-2015 20:51,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,4,173.81,43.45,130.36,31,Cash on Delivery,20-30 min,30.1,DS0185,Delivered,,4.4,35-44,Female,New User,0,,No Promo,1.7
QC2015000066389,07-02-2015 09:46,1,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,5,199.08,19.91,179.17,24,Wallet,20-30 min,21.8,DS0452,Returned,Found better deal,3.5,18-24,Female,Returning User,17,29,No Promo,1.77
QC2015000066390,14-10-2015 13:56,0,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,5,206.46,20.65,185.81,25,Cash on Delivery,20-30 min,21.3,DS0238,Delivered,,4.4,35-44,Female,New User,0,,No Promo,0.3
QC2015000066391,27-12-2015 07:04,1,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,5,316.56,79.14,237.42,25,Cash on Delivery,30-45 min,36.4,DS0376,Delivered,,4.2,45-54,Male,Returning User,33,6,No Promo,1.57
QC2015000066392,11-03-2015 10:08,0,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,5,408.17,0,408.17,41,Cash on Delivery,20-30 min,24.7,DS0481,Delivered,,3.6,18-24,Male,Returning User,34,43,First Order Discount,0.3
QC2015000066393,06-03-2015 05:43,0,0,Dunzo Daily,Kolkata,Tier 1,Beauty & Skincare,2,304.5,15.23,289.27,10,Cash on Delivery,20-30 min,23.9,DS0026,Delivered,,5,35-44,Male,Returning User,20,27,No Promo,1.08
QC2015000066394,14-01-2015 18:35,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,3,722.63,0,722.63,0,Cash on Delivery,20-30 min,30.6,DS0088,Delivered,,3.6,25-34,Female,Returning User,17,48,,1.39
QC2015000066395,27-03-2015 19:36,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,1,378.46,75.69,302.77,24,Cash on Delivery,20-30 min,26.2,DS0448,Cancelled,Wrong address,2.7,45-54,Male,Returning User,28,26,No Promo,1.12
QC2015000066396,01-01-2015 09:03,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,4,152.34,0,152.34,15,Cash on Delivery,30-45 min,32.2,DS0302,Delivered,,4,18-24,Male,Returning User,37,34,No Promo,3.17
QC2015000066397,13-02-2015 18:47,0,0,Dunzo Daily,Mumbai,Tier 1,Medicines,4,254.98,63.74,191.24,33,Cash on Delivery,20-30 min,21.2,DS0148,Delivered,,4.1,25-34,Male,Returning User,26,15,,1.52
QC2015000066398,27-05-2015 11:10,0,0,Dunzo Daily,Bengaluru,Tier 1,Groceries & Staples,4,103.37,10.34,93.03,39,Cash on Delivery,45-60 min,43.6,DS0442,Delivered,,4.1,25-34,Male,New User,0,,No Promo,0.3
QC2015000066399,05-02-2015 09:25,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,8,184.49,36.9,147.59,24,Cash on Delivery,30-45 min,39.2,DS0029,Delivered,,3.7,25-34,Male,New User,0,,No Promo,0.3
QC2015000066400,30-05-2015 19:57,1,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,1,138.97,0,138.97,28,Cash on Delivery,30-45 min,41,DS0230,Delivered,,3.6,25-34,Female,New User,0,,No Promo,2.61
QC2015000066401,29-01-2015 21:13,0,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,4,221.3,0,221.3,22,Cash on Delivery,30-45 min,37.3,DS0128,Delivered,,4,45-54,Male,Returning User,35,58,No Promo,1.4
QC2015000066402,21-08-2015 09:46,0,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,8,212.22,21.22,191,34,Cash on Delivery,45-60 min,60,DS0189,Delivered,,5,35-44,Female,New User,0,,No Promo,1.7
QC2015000066403,11-02-2015 14:46,0,0,Dunzo Daily,Pune,Tier 1,Baby Products,2,141.85,7.09,134.76,23,Cash on Delivery,30-45 min,34.9,DS0388,Delivered,,4.2,35-44,Male,New User,0,,No Promo,2.02
QC2015000066404,01-06-2015 22:18,0,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,5,291.8,29.18,262.62,25,Wallet,30-45 min,49.3,DS0193,Delivered,,,18-24,Female,New User,0,,No Promo,1.01
QC2015000066405,15-11-2015 15:12,1,0,Dunzo Daily,Chennai,Tier 1,Personal Care,2,224.39,44.88,179.51,45,Cash on Delivery,60+ min,93.1,DS0045,Delivered,,4.4,45-54,Female,New User,0,,No Promo,0.5
QC2015000066406,30-11-2015 10:40,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,1,126.86,0,126.86,45,Cash on Delivery,30-45 min,39.8,DS0291,Delivered,,5,45-54,Female,New User,0,,No Promo,2.64
QC2015000066407,11-08-2015 20:45,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,3,143.46,0,143.46,22,Wallet,45-60 min,62.2,DS0176,Delivered,,,18-24,Male,New User,0,,No Promo,1.42
QC2015000066408,19-12-2015 12:48,1,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,4,197.47,19.75,177.72,15,Cash on Delivery,30-45 min,23.6,DS0190,Delivered,,4.3,35-44,Female,Returning User,26,46,No Promo,2.08
QC2015000066409,20-02-2015 14:42,0,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,2,194.64,0,194.64,25,Credit Card,60+ min,84.6,DS0393,Delivered,,4.5,35-44,Other,Premium User,140,7,No Promo,0.48
QC2015000066410,15-05-2015 19:22,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,1,143.99,0,143.99,47,Cash on Delivery,60+ min,60.8,DS0150,Delivered,,4,18-24,Female,New User,0,,No Promo,1.49
QC2015000066411,01-09-2015 10:26,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,5,347.97,69.59,278.38,43,Cash on Delivery,45-60 min,46.5,DS0009,Delivered,,4.7,35-44,Male,Returning User,7,45,No Promo,1
QC2015000066412,17-12-2015 09:17,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,2,220.58,44.12,176.46,37,Cash on Delivery,45-60 min,52.9,DS0358,Delivered,,3,25-34,Female,New User,0,,Referral,1.56
QC2015000066413,30-04-2015 11:27,0,0,Dunzo Daily,Pune,Tier 1,Snacks & Beverages,2,173.42,17.34,156.08,11,Cash on Delivery,30-45 min,44.8,DS0315,Cancelled,Delay in delivery,3.1,18-24,Male,Returning User,4,2,Referral,2.3
QC2015000066414,01-12-2015 19:42,0,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,8,478.71,0,478.71,42,Cash on Delivery,60+ min,73.9,DS0224,Delivered,,3.6,25-34,Female,Premium User,146,10,No Promo,0.81
QC2015000066415,22-01-2015 09:41,0,0,Dunzo Daily,Ahmedabad,Tier 1,Household,4,160.51,0,160.51,15,Cash on Delivery,30-45 min,34.1,DS0010,Delivered,,3.9,25-34,Female,Returning User,26,4,,
QC2015000066416,31-03-2015 11:42,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,2,431.06,0,431.06,23,Cash on Delivery,60+ min,59.5,DS0191,Delivered,,3.1,35-44,Female,Returning User,22,1,Referral,1.92
QC2015000066417,09-02-2015 19:23,0,0,Dunzo Daily,Pune,Tier 1,Household,1,203.25,10.16,193.09,17,Cash on Delivery,30-45 min,28.7,DS0116,Delivered,,3.5,25-34,Female,Returning User,40,27,First Order Discount,1.34
QC2015000066418,05-11-2015 07:31,0,0,Dunzo Daily,Pune,Tier 1,Groceries & Staples,4,225.04,0,225.04,41,Cash on Delivery,30-45 min,35.2,DS0160,Delivered,,5,18-24,Female,New User,0,,No Promo,
QC2015000066419,04-04-2015 16:21,1,0,Dunzo Daily,Chennai,Tier 1,Snacks & Beverages,3,130.36,13.04,117.32,15,Cash on Delivery,60+ min,63.7,DS0085,Delivered,,4,35-44,Female,New User,0,,,0.99
QC2015000066420,20-07-2015 17:19,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,7,261.91,78.57,183.34,17,Cash on Delivery,30-45 min,29.9,DS0440,Delivered,,,35-44,Female,Premium User,43,4,No Promo,0.66
QC2015000066421,24-06-2015 14:56,0,0,Dunzo Daily,Delhi,Tier 1,Electronics,2,271.31,27.13,244.18,16,Cash on Delivery,45-60 min,56.2,DS0414,Delivered,,3.4,45-54,Male,Returning User,14,31,No Promo,0.3
QC2015000066422,14-11-2015 07:36,1,0,Dunzo Daily,Delhi,Tier 1,Personal Care,7,198.77,49.69,149.08,11,Cash on Delivery,10-20 min,13.8,DS0358,Delivered,,3.2,25-34,Female,Returning User,28,33,No Promo,1.25
QC2015000066423,02-12-2015 17:19,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,5,126.58,25.32,101.26,23,Cash on Delivery,20-30 min,30.6,DS0055,Delivered,,4.5,25-34,Female,Returning User,33,28,No Promo,1.27
QC2015000066424,19-05-2015 14:58,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,1,220.2,22.02,198.18,39,Cash on Delivery,45-60 min,47.9,DS0303,Delivered,,,35-44,Male,Returning User,34,20,No Promo,1.22
QC2015000066425,18-12-2015 13:19,0,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,4,377.3,0,377.3,32,Cash on Delivery,30-45 min,32.9,DS0233,Delivered,,4.2,35-44,Male,Returning User,15,44,No Promo,1.73
QC2015000066426,12-04-2015 08:30,1,0,Dunzo Daily,Kolkata,Tier 1,Beauty & Skincare,3,162.38,0,162.38,18,Cash on Delivery,20-30 min,25.9,DS0088,Delivered,,,35-44,Female,New User,0,,First Order Discount,1.25
QC2015000066427,21-01-2015 07:10,0,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,2,147.65,29.53,118.12,35,Debit Card,45-60 min,49.2,DS0042,Delivered,,3.9,18-24,Female,New User,0,,,1.51
QC2015000066428,27-07-2015 18:35,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,8,118.27,17.74,100.53,45,Wallet,45-60 min,41,DS0262,Delivered,,4.6,25-34,Male,New User,0,,No Promo,1.58
QC2015000066429,01-12-2015 10:29,0,0,Dunzo Daily,Pune,Tier 1,Medicines,2,337.91,0,337.91,18,Cash on Delivery,30-45 min,47.6,DS0457,Delivered,,4,35-44,Male,New User,0,,No Promo,0.3
QC2015000066430,12-11-2015 19:58,0,1,Dunzo Daily,Bengaluru,Tier 1,Medicines,4,189.47,0,189.47,33,Cash on Delivery,30-45 min,31.6,DS0170,Delivered,,3.1,25-34,Female,New User,0,,No Promo,1.67
QC2015000066431,06-09-2015 12:49,1,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,2,186.68,0,186.68,24,Credit Card,45-60 min,50.9,DS0303,Cancelled,Delay in delivery,,25-34,Male,New User,0,,No Promo,0.62
QC2015000066432,07-12-2015 10:44,0,0,Dunzo Daily,Delhi,Tier 1,Snacks & Beverages,3,249.8,37.47,212.33,47,Cash on Delivery,20-30 min,30.3,DS0470,Delivered,,3.5,25-34,Male,New User,0,,No Promo,1.67
QC2015000066433,30-10-2015 17:01,0,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,6,156.4,15.64,140.76,45,Cash on Delivery,45-60 min,40.7,DS0476,Delivered,,3.8,25-34,Male,New User,0,,No Promo,1.75
QC2015000066434,24-01-2015 11:46,1,0,Dunzo Daily,Pune,Tier 1,Snacks & Beverages,4,114.48,0,114.48,31,Cash on Delivery,20-30 min,27.3,DS0073,Delivered,,3.9,18-24,Male,Premium User,50,12,No Promo,3.39
QC2015000066435,21-11-2015 22:14,1,0,Dunzo Daily,Mumbai,Tier 1,Dairy & Eggs,4,207.44,41.49,165.95,38,Credit Card,45-60 min,42.1,DS0012,Delivered,,4.7,35-44,Male,New User,0,,Referral,2.75
QC2015000066436,09-02-2015 18:15,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,4,421.2,0,421.2,10,Cash on Delivery,Under 10 min,6.4,DS0335,Delivered,,4.7,25-34,Male,Returning User,13,36,No Promo,1.05
QC2015000066437,08-08-2015 22:02,1,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,2,249.26,74.78,174.48,29,Cash on Delivery,45-60 min,51.9,DS0006,Delivered,,3.9,35-44,Female,Returning User,24,7,No Promo,
QC2015000066438,15-01-2015 22:27,0,0,Dunzo Daily,Pune,Tier 1,Household,2,261.24,0,261.24,26,Cash on Delivery,60+ min,57.5,DS0027,Returned,Item out of stock,3.6,25-34,Female,Premium User,60,8,No Promo,0.84
QC2015000066439,28-04-2015 18:33,0,0,Dunzo Daily,Pune,Tier 1,Electronics,1,191,0,191,50,Buy Now Pay Later,20-30 min,23.9,DS0317,Delivered,,3.7,18-24,Female,New User,0,,No Promo,1.14
QC2015000066440,08-04-2015 07:38,0,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,3,146.05,0,146.05,46,Cash on Delivery,20-30 min,26.8,DS0368,Delivered,,4.3,35-44,Male,New User,0,,No Promo,1.39
QC2015000066441,16-12-2015 18:50,0,0,Dunzo Daily,Ahmedabad,Tier 1,Snacks & Beverages,4,163.95,0,163.95,12,Cash on Delivery,45-60 min,59.8,DS0055,Cancelled,Item out of stock,,18-24,Male,New User,0,,No Promo,1.15
QC2015000066442,06-07-2015 09:11,0,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,2,319.75,0,319.75,10,Cash on Delivery,60+ min,89.3,DS0126,Delivered,,2.7,25-34,Male,Returning User,17,35,No Promo,1.48
QC2015000066443,11-05-2015 15:43,0,0,Dunzo Daily,Mumbai,Tier 1,Medicines,1,351.97,0,351.97,16,Cash on Delivery,30-45 min,46,DS0435,Delivered,,4.2,18-24,Male,New User,0,,No Promo,0.66
QC2015000066444,23-08-2015 15:48,1,0,Dunzo Daily,Ahmedabad,Tier 1,Groceries & Staples,6,162.53,0,162.53,31,Cash on Delivery,60+ min,56.8,DS0177,Returned,Changed my mind,2.5,35-44,Male,Returning User,10,31,No Promo,0.76
QC2015000066445,23-07-2015 16:16,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,2,244.31,0,244.31,46,Cash on Delivery,30-45 min,37.8,DS0063,Delivered,,4.2,45-54,Male,New User,0,,No Promo,0.33
QC2015000066446,26-08-2015 09:27,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,3,637,191.1,445.9,36,Credit Card,45-60 min,46.4,DS0165,Delivered,,4.7,25-34,Male,New User,0,,First Order Discount,2.16
QC2015000066447,08-12-2015 09:14,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,4,99,14.85,84.15,24,Cash on Delivery,30-45 min,37.6,DS0242,Delivered,,1.7,35-44,Male,Returning User,17,17,No Promo,0.5
QC2015000066448,27-10-2015 20:37,0,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,3,227.99,34.2,193.79,44,Cash on Delivery,45-60 min,45.3,DS0438,Delivered,,3.9,25-34,Female,Returning User,21,43,No Promo,1.74
QC2015000066449,23-03-2015 18:04,0,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,3,224.14,0,224.14,18,Cash on Delivery,30-45 min,36.2,DS0132,Delivered,,4.2,35-44,Male,Premium User,60,3,No Promo,1.79
QC2015000066450,22-08-2015 18:49,1,0,Dunzo Daily,Chennai,Tier 1,Household,5,162.13,32.43,129.7,26,Cash on Delivery,45-60 min,37.2,DS0080,Delivered,,4,25-34,Male,Returning User,20,11,Referral,1.59
QC2015000066451,23-01-2015 16:39,0,0,Dunzo Daily,Bengaluru,Tier 1,Dairy & Eggs,3,508.47,0,508.47,0,Wallet,20-30 min,28.9,DS0389,Delivered,,4,25-34,Male,Returning User,22,10,No Promo,1.8
QC2015000066452,24-03-2015 13:14,0,0,Dunzo Daily,Mumbai,Tier 1,Dairy & Eggs,2,335.65,0,335.65,21,Cash on Delivery,30-45 min,39.7,DS0075,Delivered,,3.6,25-34,Male,Returning User,7,7,No Promo,0.48
QC2015000066453,07-12-2015 14:55,0,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,1,240.85,60.21,180.64,39,Cash on Delivery,30-45 min,39.9,DS0291,Delivered,,3.9,55+,Male,New User,0,,No Promo,1.27
QC2015000066454,01-07-2015 10:39,0,0,Dunzo Daily,Pune,Tier 1,Groceries & Staples,4,270.78,0,270.78,48,Cash on Delivery,20-30 min,30.5,DS0243,Delivered,,4.2,18-24,Male,New User,0,,No Promo,0.85
QC2015000066455,16-01-2015 23:32,0,0,Dunzo Daily,Ahmedabad,Tier 1,Medicines,3,675.89,168.97,506.92,0,Cash on Delivery,60+ min,69.2,DS0461,Delivered,,4.2,18-24,Female,Returning User,22,16,No Promo,0.3
QC2015000066456,15-02-2015 17:04,1,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,1,187.67,0,187.67,47,Wallet,60+ min,61.7,DS0293,Delivered,,3.9,25-34,Male,Premium User,172,2,No Promo,0.45
QC2015000066457,19-05-2015 10:32,0,0,Dunzo Daily,Kolkata,Tier 1,Electronics,5,248.71,0,248.71,33,Cash on Delivery,30-45 min,48.3,DS0400,Delivered,,3.2,18-24,Female,Returning User,35,36,No Promo,0.98
QC2015000066458,27-08-2015 11:42,0,0,Dunzo Daily,Mumbai,Tier 1,Snacks & Beverages,3,298.75,0,298.75,12,Wallet,60+ min,59.5,DS0325,Delivered,,4.1,25-34,Male,Returning User,22,19,No Promo,0.64
QC2015000066459,23-05-2015 18:34,1,0,Dunzo Daily,Pune,Tier 1,Medicines,1,186.32,0,186.32,43,Wallet,30-45 min,41.9,DS0092,Delivered,,4.4,25-34,Female,New User,0,,No Promo,1.41
QC2015000066460,20-01-2015 09:53,0,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,5,240.2,12.01,228.19,10,Wallet,Under 10 min,7.3,DS0261,Delivered,,3.6,35-44,Female,Returning User,29,14,No Promo,1.18
QC2015000066461,13-03-2015 10:22,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,2,241.58,0,241.58,38,Wallet,60+ min,63,DS0254,Delivered,,4.8,25-34,Male,New User,0,,First Order Discount,1.59
QC2015000066462,04-03-2015 15:05,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,6,385.78,77.16,308.62,20,Cash on Delivery,20-30 min,26.7,DS0229,Delivered,,,55+,Male,New User,0,,No Promo,0.49
QC2015000066463,27-09-2015 13:31,1,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,2,390.69,78.14,312.55,14,Cash on Delivery,20-30 min,20,DS0392,Delivered,,4.3,35-44,Male,New User,0,,No Promo,0.93
QC2015000066464,12-05-2015 16:39,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,7,108.96,0,108.96,34,Cash on Delivery,20-30 min,25.7,DS0001,Delivered,,5,35-44,Male,New User,0,,Referral,
QC2015000066465,01-11-2015 20:26,1,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,3,127.52,25.5,102.02,46,Cash on Delivery,45-60 min,41.5,DS0085,Delivered,,,25-34,Male,Premium User,59,9,No Promo,1.88
QC2015000066466,14-01-2015 13:33,0,0,Dunzo Daily,Kolkata,Tier 1,Beauty & Skincare,4,171.81,0,171.81,37,Debit Card,30-45 min,37.8,DS0363,Cancelled,Item out of stock,3.2,35-44,Male,New User,0,,No Promo,1.2
